Category,Name,Description,URL,Image URL,Landing Page URL
Culture,From Julia's Desk,"Culture, Cinema and Central & Eastern Europe",https://inboxreads.co/n/from-julias-desk,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727206832025-794961485.jpg?tr=w-600,f-webp",../l/newsletter/from-julias-desk?source=newsletter-details
Culture,TimeMachiner,"Tech, Culture, Nostalgia",https://inboxreads.co/n/timemachiner,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727206179132-713659878.jpg?tr=w-600,f-webp",../l/newsletter/timemachiner?source=newsletter-details
Culture,With Love from Sweden,A warm newsletter from a cold country,https://inboxreads.co/n/with-love-from-sweden,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/1728733244504-655714784.jpg?tr=w-600,f-webp",../l/newsletter/with-love-from-sweden?source=newsletter-details
Culture,The Highlighter,"Stories on race, education, and culture.",https://inboxreads.co/n/the-highlighter,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727212057094-758389723.jpg?tr=w-600,f-webp",../l/newsletter/the-highlighter?source=newsletter-details
Culture,Sentiers,Your Futures Thinking Observatory,https://inboxreads.co/n/sentiers,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727205831898-947342846.jpg?tr=w-600,f-webp",../l/newsletter/sentiers?source=newsletter-details
Culture,Read a Girl,Monthly recommendations of books by women,https://inboxreads.co/n/read-a-girl,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/1728657649558-158561224.jpg?tr=w-600,f-webp",../l/newsletter/read-a-girl?source=newsletter-details
Culture,Wait! Just Listen,For the Digitally Curious,https://inboxreads.co/n/wait-just-listen,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727211003745-268623424.jpg?tr=w-600,f-webp",../l/newsletter/wait-just-listen?source=newsletter-details
Culture,Not Controversial,"Things we all think about, out loud.",https://inboxreads.co/n/perceptive-madness,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727204401758-867869146.jpg?tr=w-600,f-webp",../l/newsletter/perceptive-madness?source=newsletter-details
Culture,Public Things Newsletter,Reading ALbert Camus' The Plague,https://inboxreads.co/n/public-things-newsletter,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727211793843-166781048.jpg?tr=w-600,f-webp",../l/newsletter/public-things-newsletter?source=newsletter-details
Culture,Only Good News Daily,Only good news and stuff to make you smile,https://inboxreads.co/n/only-good-news-daily,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727201087964-31509866.jpg?tr=w-600,f-webp",../l/newsletter/only-good-news-daily?source=newsletter-details
Culture,The Lifeboat,"Essays on life, culture and art.",https://inboxreads.co/n/the-lifeboat,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727211423179-434977853.jpg?tr=w-600,f-webp",../l/newsletter/the-lifeboat?source=newsletter-details
Culture,Inky Memo Dispatch,Your monthly fix of stationery wonders,https://inboxreads.co/n/inky-memo-dispatch,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727207004834-303961247.jpg?tr=w-600,f-webp",../l/newsletter/inky-memo-dispatch?source=newsletter-details
Culture,The Charrette,"Where art, history, politics & opinion meet.",https://inboxreads.co/n/the-charrette,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727200354626-15380490.jpg?tr=w-600,f-webp",../l/newsletter/the-charrette?source=newsletter-details
Culture,letdown comedy,Thinking about comedy in disappointing times.,https://inboxreads.co/n/letdown-comedy,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727208020165-710425371.jpg?tr=w-600,f-webp",../l/newsletter/letdown-comedy?source=newsletter-details
Culture,Article Club,"Great articles, great people",https://inboxreads.co/n/article-club,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727202568967-851294563.jpg?tr=w-600,f-webp",../l/newsletter/article-club?source=newsletter-details
Self-improvement,daily dose of us,a fun and creative newsletter,https://inboxreads.co/n/daily-dose-of-us,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727211498667-915849373.jpg?tr=w-600,f-webp",../l/newsletter/daily-dose-of-us?source=newsletter-details
Self-improvement,FastFavs!,Exclusive weekly insights for entrepreneurs!,https://inboxreads.co/n/fastfavs,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/1728171340229-670022418.jpg?tr=w-600,f-webp",../l/newsletter/fastfavs?source=newsletter-details
Self-improvement,Down The Rabbit Hole,"Weekly dose of wisdom, wonder, and wellbeing.",https://inboxreads.co/n/down-the-rabbit-hole,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727200310416-639774967.jpg?tr=w-600,f-webp",../l/newsletter/down-the-rabbit-hole?source=newsletter-details
Self-improvement,Start TODAY,Tools to be the best version of yourself,https://inboxreads.co/n/start-today,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727206514084-260931511.jpg?tr=w-600,f-webp",../l/newsletter/start-today?source=newsletter-details
Self-improvement,Global Career: Remote Revolution,Work From Anywhere & Travel Forever,https://inboxreads.co/n/global-career-remote-revolution,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727200908067-355481224.jpg?tr=w-600,f-webp",../l/newsletter/global-career-remote-revolution?source=newsletter-details
Self-improvement,Faster Than Normal,Brain food you won't find anywhere else.,https://inboxreads.co/n/faster-than-normal,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/1728320711992-371272536.jpg?tr=w-600,f-webp",../l/newsletter/faster-than-normal?source=newsletter-details
Self-improvement,Life-Changing Concepts,Learn Useful Mental Models in 90 Seconds,https://inboxreads.co/n/life-changing-concepts,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/1728732999105-643236250.jpg?tr=w-600,f-webp",../l/newsletter/life-changing-concepts?source=newsletter-details
Self-improvement,Prosperity Muse,Quirky wealth wisdom: serious results.,https://inboxreads.co/n/prosperity-muse,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/1730991594274-478880352.jpg?tr=w-600,f-webp",../l/newsletter/prosperity-muse?source=newsletter-details
Self-improvement,Sunday Growth by Brendon Burchard,Live. Love. Matter.,https://inboxreads.co/n/sunday-growth-by-brendon-burchard,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1736440778350-203033942.jpg?tr=w-600,f-webp",../l/newsletter/sunday-growth-by-brendon-burchard?source=newsletter-details
Self-improvement,The Wizard's Chest,by Philip R. Powis,https://inboxreads.co/n/the-wizards-chest,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/1727290324831-881673393.jpg?tr=w-600,f-webp",../l/newsletter/the-wizards-chest?source=newsletter-details
Self-improvement,Thought Shot,3 Minute Reads on Leadership for next-generation leaders,https://inboxreads.co/n/thought-shot,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727204641040-467648545.jpg?tr=w-600,f-webp",../l/newsletter/thought-shot?source=newsletter-details
Self-improvement,Effective Habits,"Actionable Advice: Happy, Healthy, Productive",https://inboxreads.co/n/effective-habits,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/1728169908788-491657312.jpg?tr=w-600,f-webp",../l/newsletter/effective-habits?source=newsletter-details
Self-improvement,Citizen of the World,"Live Boldly, Think Globally.",https://inboxreads.co/n/citizen-of-the-world,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727200573668-283007463.jpg?tr=w-600,f-webp",../l/newsletter/citizen-of-the-world?source=newsletter-details
Self-improvement,Visionary Fuel,Insights and tools for Visionary Leaders,https://inboxreads.co/n/visionary-fuel,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727207496643-231762644.jpg?tr=w-600,f-webp",../l/newsletter/visionary-fuel?source=newsletter-details
Self-improvement,Midlife Stuntman,Hard-won lessons from living life with no parachute,https://inboxreads.co/n/midlife-stuntman,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/1734608613832-22688905.jpg?tr=w-600,f-webp",../l/newsletter/midlife-stuntman?source=newsletter-details
Self-improvement,Life with MD,A newsletter about becoming a better human,https://inboxreads.co/n/life-with-md,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727206532186-586742438.jpg?tr=w-600,f-webp",../l/newsletter/life-with-md?source=newsletter-details
Self-improvement,The Lemon Stand,Get a daily jump on your competition with The Lemon Stand ✌️,https://inboxreads.co/n/the-lemon-stand,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/1735312566013-815983578.jpg?tr=w-600,f-webp",../l/newsletter/the-lemon-stand?source=newsletter-details
Self-improvement,Productivity Mind,I research productivity techniques,https://inboxreads.co/n/productivity-mind,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727211110000-436178666.jpg?tr=w-600,f-webp",../l/newsletter/productivity-mind?source=newsletter-details
Self-improvement,Biography Nuts,Making Friends With The Eminent Dead,https://inboxreads.co/n/biography-nuts,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727210961736-899152675.jpg?tr=w-600,f-webp",../l/newsletter/biography-nuts?source=newsletter-details
Self-improvement,Minimalism and me,Simplifica tu vida,https://inboxreads.co/n/minimalism-and-me,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727210024861-163000161.jpg?tr=w-600,f-webp",../l/newsletter/minimalism-and-me?source=newsletter-details
Self-improvement,Think Twice Weekly Email,Live with intention,https://inboxreads.co/n/think-twice-weekly-email,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727206862441-385771670.jpg?tr=w-600,f-webp",../l/newsletter/think-twice-weekly-email?source=newsletter-details
Self-improvement,Unorthodoxy,"Ideas on self-growth, actions, and philosophy",https://inboxreads.co/n/unorthodoxy,"https://ik.imagekit.io/v6hdo99xkpg/unorthodoxy.jpg?tr=w-600,f-webp",../l/newsletter/unorthodoxy?source=newsletter-details
Self-improvement,enso academies,"Bem-vindo à ensö, o teu refúgio para crescimento pessoal.",https://inboxreads.co/n/enso-academies,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1736557388651-779357066.jpg?tr=w-600,f-webp",../l/newsletter/enso-academies?source=newsletter-details
Self-improvement,Delights of the Ordinary,The magic of the ordinary.,https://inboxreads.co/n/delights-of-the-ordinary,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727200359187-207703232.jpg?tr=w-600,f-webp",../l/newsletter/delights-of-the-ordinary?source=newsletter-details
Self-improvement,Spaghetti Thoughts,Personal Art Journey from a Noodly Mind,https://inboxreads.co/n/spaghetti-thoughts,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/1728642176207-79215117.jpg?tr=w-600,f-webp",../l/newsletter/spaghetti-thoughts?source=newsletter-details
Self-improvement,David Domínguez,Personal development for entrepreneurs.,https://inboxreads.co/n/david-domínguez,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727210734805-738201759.jpg?tr=w-600,f-webp",../l/newsletter/david-domínguez?source=newsletter-details
Self-improvement,Software Team Dynamics 101,"Build stronger, more effective software teams",https://inboxreads.co/n/the-dynamic-digest,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/1727894054431-357705151.jpg?tr=w-600,f-webp",../l/newsletter/the-dynamic-digest?source=newsletter-details
Self-improvement,Visionary Fuel,Insights and tools for Visionary Leaders,https://inboxreads.co/n/visionary-fuel,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727207496643-231762644.jpg?tr=w-600,f-webp",../l/newsletter/visionary-fuel?source=newsletter-details
Self-improvement,Vulgar Advice,"Inspiring shit in your inbox, every week.",https://inboxreads.co/n/vulgar-advice,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/1728321539179-164123880.jpg?tr=w-600,f-webp",../l/newsletter/vulgar-advice?source=newsletter-details
Self-improvement,Modelli Mentali,Arricchisci il tuo modo di pensare.,https://inboxreads.co/n/modelli-mentali,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1734989275653-244580564.jpg?tr=w-600,f-webp",../l/newsletter/modelli-mentali?source=newsletter-details
Self-improvement,Instant Impact,Gain a sense of direction every Thursday,https://inboxreads.co/n/instant-impact,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727207393234-439176216.jpg?tr=w-600,f-webp",../l/newsletter/instant-impact?source=newsletter-details
Self-improvement,The Curious Procrastinator,Making the most of your distractions.,https://inboxreads.co/n/the-curious-procrastinator,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/1735647432607-120868180.jpg?tr=w-600,f-webp",../l/newsletter/the-curious-procrastinator?source=newsletter-details
Self-improvement,Software Mastery,Read for advice on becoming a high-performing engineer.,https://inboxreads.co/n/software-mastery,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727202787951-496058826.jpg?tr=w-600,f-webp",../l/newsletter/software-mastery?source=newsletter-details
Self-improvement,Fine Lines: THE Leader's Newsletter,"Step Up, Stand Out and Stay Ahead.",https://inboxreads.co/n/fine-lines-the-leaders-newsletter,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1732357135238-56993899.jpg?tr=w-600,f-webp",../l/newsletter/fine-lines-the-leaders-newsletter?source=newsletter-details
Self-improvement,Fitgeist,Build a stronger mental resilience.,https://inboxreads.co/n/fitgeist,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/1728322324701-917598600.jpg?tr=w-600,f-webp",../l/newsletter/fitgeist?source=newsletter-details
Self-improvement,The Multipassionaut,A multipassionate weekly newsletter,https://inboxreads.co/n/the-multipassionaut,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727206293176-725369838.jpg?tr=w-600,f-webp",../l/newsletter/the-multipassionaut?source=newsletter-details
Self-improvement,JamWise,"Music discovery and wisdom, no algorithms",https://inboxreads.co/n/jamwise,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727211153742-452557173.jpg?tr=w-600,f-webp",../l/newsletter/jamwise?source=newsletter-details
Self-improvement,Path Nine,"Think, work, and live better.",https://inboxreads.co/n/path-nine,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727211521371-276897217.jpg?tr=w-600,f-webp",../l/newsletter/path-nine?source=newsletter-details
Self-improvement,Dare You,Self expression and introspective excavation.,https://inboxreads.co/n/dare-you,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727208032431-109636331.jpg?tr=w-600,f-webp",../l/newsletter/dare-you?source=newsletter-details
Self-improvement,Sounds Like Impact,Audio and actions to make waves.,https://inboxreads.co/n/sounds-like-impact,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/1728322389738-473014037.jpg?tr=w-600,f-webp",../l/newsletter/sounds-like-impact?source=newsletter-details
Self-improvement,Women's Survival Guide,Women's guide for that now-what time of life.,https://inboxreads.co/n/womens-survival-guide,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727206705403-985595740.jpg?tr=w-600,f-webp",../l/newsletter/womens-survival-guide?source=newsletter-details
Self-improvement,Visionary Fuel,Insights and tools for Visionary Leaders,https://inboxreads.co/n/visionary-fuel,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727207496643-231762644.jpg?tr=w-600,f-webp",../l/newsletter/visionary-fuel?source=newsletter-details
Design,The Marginalian,"Unmissable articles across creativity, art, & more",https://inboxreads.co/n/brain-pickings,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/1727304070438-680968144.jpg?tr=w-600,f-webp",../l/newsletter/brain-pickings?source=newsletter-details
Design,Creative Mornings,"Get inspired, no matter where you are.",https://inboxreads.co/n/creative-mornings,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/1727216747511-6899104.jpg?tr=w-600,f-webp",../l/newsletter/creative-mornings?source=newsletter-details
Design,Mighty Deals,Deals for designers and developers.,https://inboxreads.co/n/mighty-deals,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/1727305339646-83743971.jpg?tr=w-600,f-webp",../l/newsletter/mighty-deals?source=newsletter-details
Design,Refind,Get smarter every day,https://inboxreads.co/n/refind,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/1728733414493-757598810.jpg?tr=w-600,f-webp",../l/newsletter/refind?source=newsletter-details
Design,Dealjumbo,Discounted design bundles,https://inboxreads.co/n/dealjumbo,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/1727308259635-757410393.jpg?tr=w-600,f-webp",../l/newsletter/dealjumbo?source=newsletter-details
Design,The Smashing Email Newsletter,Useful tips & tricks for designers and developers.,https://inboxreads.co/n/the-smashing-email-newsletter,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727208333639-67738355.jpg?tr=w-600,f-webp",../l/newsletter/the-smashing-email-newsletter?source=newsletter-details
Design,Really Good Emails,Create better emails.,https://inboxreads.co/n/really-good-emails,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/1727309296670-945298149.jpg?tr=w-600,f-webp",../l/newsletter/really-good-emails?source=newsletter-details
Design,Creativerly,Tools to boost your creativity and producitvity,https://inboxreads.co/n/creativerly,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/1727216846868-666265330.jpg?tr=w-600,f-webp",../l/newsletter/creativerly?source=newsletter-details
Design,Dense Discovery,"The best of the web, thoughtfully curated.",https://inboxreads.co/n/dense-discovery,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727210678979-759846619.jpg?tr=w-600,f-webp",../l/newsletter/dense-discovery?source=newsletter-details
Design,Life Designed,"Resources and notes on lifestyle design, future of work, and creative fulfillment.",https://inboxreads.co/n/life-designed,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727200833287-589155851.jpg?tr=w-600,f-webp",../l/newsletter/life-designed?source=newsletter-details
Design,Web Designer Depot,"News, resources, products, and services for designers.",https://inboxreads.co/n/web-designer-depot,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1735743410165-128552883.jpg?tr=w-600,f-webp",../l/newsletter/web-designer-depot?source=newsletter-details
Design,Really Good UX,"Inspiring UX, straight to your inbox.",https://inboxreads.co/n/really-good-ux,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/1727341375192-477730106.jpg?tr=w-600,f-webp",../l/newsletter/really-good-ux?source=newsletter-details
Design,Web Tools Weekly,A weekly round-up for front-end developers,https://inboxreads.co/n/web-tools-weekly,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727200611490-606545101.jpg?tr=w-600,f-webp",../l/newsletter/web-tools-weekly?source=newsletter-details
Design,Web Development Reading List,Handcrafted links for a web developer’s life,https://inboxreads.co/n/web-development-reading-list,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727211662561-847658849.jpg?tr=w-600,f-webp",../l/newsletter/web-development-reading-list?source=newsletter-details
Design,Hey Designer,Curated articles for product people.,https://inboxreads.co/n/hey-designer,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727211892670-639619470.jpg?tr=w-600,f-webp",../l/newsletter/hey-designer?source=newsletter-details
Design,Year 2049,How technology and design shape the future,https://inboxreads.co/n/year-2049,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/1728732214695-205938564.jpg?tr=w-600,f-webp",../l/newsletter/year-2049?source=newsletter-details
Design,Case Study Club,Learn how people design digital products,https://inboxreads.co/n/case-study-club,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727209940789-583485166.jpg?tr=w-600,f-webp",../l/newsletter/case-study-club?source=newsletter-details
Design,UX Design Weekly,The best user experience design links every week,https://inboxreads.co/n/ux-design-weekly,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/1727468829622-658578806.jpg?tr=w-600,f-webp",../l/newsletter/ux-design-weekly?source=newsletter-details
Design,designboom,Digital architecture and design.,https://inboxreads.co/n/designboom,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/1727468372341-832804768.jpg?tr=w-600,f-webp",../l/newsletter/designboom?source=newsletter-details
Design,Jason Resnick,Want more sales for your client services?,https://inboxreads.co/n/jason-resnick,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/1727290056365-391313863.jpg?tr=w-600,f-webp",../l/newsletter/jason-resnick?source=newsletter-details
Design,Faculty,"Just the best links on technology, design, and business",https://inboxreads.co/n/faculty,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727210627659-468387523.jpg?tr=w-600,f-webp",../l/newsletter/faculty?source=newsletter-details
Design,UX Newsletter,"UX, design and product development",https://inboxreads.co/n/ux-newsletter,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727206057453-550456188.jpg?tr=w-600,f-webp",../l/newsletter/ux-newsletter?source=newsletter-details
Design,Responsive Design Weekly,"Responsive design articles, tools, and more",https://inboxreads.co/n/responsive-design-weekly,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727202892328-823635091.jpg?tr=w-600,f-webp",../l/newsletter/responsive-design-weekly?source=newsletter-details
Design,FontDiscovery,Discover unique fonts in your inbox weekly,https://inboxreads.co/n/fontdiscovery,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/1728657588842-756862459.jpg?tr=w-600,f-webp",../l/newsletter/fontdiscovery?source=newsletter-details
Design,The Leaf Node,Insights for Indie Entreprenuers,https://inboxreads.co/n/the-leaf-node,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727209309062-702418209.jpg?tr=w-600,f-webp",../l/newsletter/the-leaf-node?source=newsletter-details
Design,TimeMachiner,"Tech, Culture, Nostalgia",https://inboxreads.co/n/timemachiner,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727206179132-713659878.jpg?tr=w-600,f-webp",../l/newsletter/timemachiner?source=newsletter-details
Design,Product Disrupt Newsletter,"Curated stories, design inspiration and resources to build your digital products",https://inboxreads.co/n/product-disrupt-newsletter,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727211392757-910857933.jpg?tr=w-600,f-webp",../l/newsletter/product-disrupt-newsletter?source=newsletter-details
Design,Sketch,"The latest Sketch news, articles, and resources",https://inboxreads.co/n/sketch,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727203644083-850375903.jpg?tr=w-600,f-webp",../l/newsletter/sketch?source=newsletter-details
Design,UI Movement,5 best UI animations in your inbox,https://inboxreads.co/n/ui-movement,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727210502116-88895434.jpg?tr=w-600,f-webp",../l/newsletter/ui-movement?source=newsletter-details
Design,Weekly Product Design Exercise,Get weekly exercises inspired and used to interview UX design candidates.,https://inboxreads.co/n/weekly-product-design-exercise,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727211771594-807429487.jpg?tr=w-600,f-webp",../l/newsletter/weekly-product-design-exercise?source=newsletter-details
Design,Pieter's Post,"Hand Curated Tech, Media and Internet Stuff",https://inboxreads.co/n/pieters-post,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727211718381-66060607.jpg?tr=w-600,f-webp",../l/newsletter/pieters-post?source=newsletter-details
Design,The UI Animation Newsletter,The best web animation & UX resources!,https://inboxreads.co/n/the-ui-animation-newsletter,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727208321469-641075568.jpg?tr=w-600,f-webp",../l/newsletter/the-ui-animation-newsletter?source=newsletter-details
Design,The Links,The most interesting stories in design & UX.,https://inboxreads.co/n/the-links,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727206671366-970377239.jpg?tr=w-600,f-webp",../l/newsletter/the-links?source=newsletter-details
Design,CuriosityArchives,Interconnected design for change-makers and curious minds,https://inboxreads.co/n/curiosityarchives,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727209679716-471367159.jpg?tr=w-600,f-webp",../l/newsletter/curiosityarchives?source=newsletter-details
Design,WebsiteHunt,The best websites you didn't know,https://inboxreads.co/n/websitehunt,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727206162154-630778733.jpg?tr=w-600,f-webp",../l/newsletter/websitehunt?source=newsletter-details
Design,Inside Intercom,"Thoughts, tips and lessons learned on product building",https://inboxreads.co/n/inside-intercom,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727212146820-477104916.jpg?tr=w-600,f-webp",../l/newsletter/inside-intercom?source=newsletter-details
Design,Owwly,New Digital Products & Case Stidues,https://inboxreads.co/n/owwly,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727202079571-994529949.jpg?tr=w-600,f-webp",../l/newsletter/owwly?source=newsletter-details
Design,Product Lessons,Weekly lessons to level up your product skills,https://inboxreads.co/n/product-lessons,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727210520876-608641776.jpg?tr=w-600,f-webp",../l/newsletter/product-lessons?source=newsletter-details
Design,Code My UI,Web design inspiration with code samples,https://inboxreads.co/n/code-my-ui,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727210493638-79020092.jpg?tr=w-600,f-webp",../l/newsletter/code-my-ui?source=newsletter-details
Design,Frontend Horse,Frontend Tips and Horse Puns Delivered Weekly,https://inboxreads.co/n/frontend-horse,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727211671562-134438403.jpg?tr=w-600,f-webp",../l/newsletter/frontend-horse?source=newsletter-details
Design,Alohomora,Unlocking magical insights,https://inboxreads.co/n/alohomora,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727207790830-143451886.jpg?tr=w-600,f-webp",../l/newsletter/alohomora?source=newsletter-details
Design,UI Animation Newsletter,Weekly web animation resources & inspiration,https://inboxreads.co/n/ui-animation-newsletter,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/snap-1727210499007-774279111.jpg?tr=w-600,f-webp",../l/newsletter/ui-animation-newsletter?source=newsletter-details
Politics,Daily Skimm,The morning newsletter that millions wake up to,https://inboxreads.co/n/theskimm,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/1727217017190-465903861.jpg?tr=w-600,f-webp",../l/newsletter/theskimm?source=newsletter-details
Politics,1440 Daily Digest,Feed your curiosity & expand your knowledge.,https://inboxreads.co/n/1440-daily-digest,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/1727905211476-608295489.jpg?tr=w-600,f-webp",../l/newsletter/1440-daily-digest?source=newsletter-details
Politics,Morning Briefing - New York Times,What you need to know to start your day,https://inboxreads.co/n/morning-briefing---new-york-times,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/1727340540692-368850388.jpg?tr=w-600,f-webp",../l/newsletter/morning-briefing---new-york-times?source=newsletter-details
Politics,Need 2 Know,All the news you need to start your day,https://inboxreads.co/n/need-2-know,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/1727303986143-224438698.jpg?tr=w-600,f-webp",../l/newsletter/need-2-know?source=newsletter-details
Politics,Popular Information,Independent accountability journalism,https://inboxreads.co/n/popular-information,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/1727304527057-241068476.jpg?tr=w-600,f-webp",../l/newsletter/popular-information?source=newsletter-details
Politics,The Atlantic Newsletters,News and Ideas in American politics.,https://inboxreads.co/n/the-atlantic,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/1727304876305-200332997.jpg?tr=w-600,f-webp",../l/newsletter/the-atlantic?source=newsletter-details
Politics,Vox Newsletters,"The biggest news stories, explained",https://inboxreads.co/n/vox-sentences,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/1727294136313-762483159.jpg?tr=w-600,f-webp",../l/newsletter/vox-sentences?source=newsletter-details
Politics,Axios Daily Essentials,Start and end your day with news that matters,https://inboxreads.co/n/axios-am-pm,"https://ik.imagekit.io/v6hdo99xkpg/newsletters/1727944693848-870470125.jpg?tr=w-600,f-webp",../l/newsletter/axios-am-pm?source=newsletter-details
